name	read_id	strand	align_score	neg_log_likelihood	subset_likelihood	repeat_likelihood	repeat_start	repeat_end	align_start	align_end	counts	freq	cluster_assignments	outlier	peak_calling_method
HMNR7	93263b30-6649-4f5f-a566-b78902ce49cb	forward	120	-1259.609	-19.56899999999996	-1.5989999999999327	4032	4051	3827	4258	2.0	45	1	False	kde
HMNR7	79a7a3c0-48ea-4ea8-98be-e8d306c3d6b8	reverse	120	-1274.069	-30.660999999999945	-1.1040000000000418	2841	2860	2627	3059	2.0	45	1	False	kde
HMNR7	d8220291-5b11-48c8-af70-043a5ce7c127	forward	120	-1295.021	-57.41999999999996	-1.5989999999999327	4021	4040	3820	4239	2.0	45	1	False	kde
HMNR7	42ad1e96-428b-4035-bb60-749d8203e710	forward	120	-1270.647	-24.367999999999935	-1.5989999999999327	4067	4086	3867	4297	2.0	45	1	False	kde
HMNR7	3b2ee1df-3e74-4e56-b8eb-4a3c5ddbbb6a	forward	120	-1306.677	-101.98700000000008	-2.44500000000005	3911	3930	3710	4108	2.0	45	1	False	kde
HMNR7	11d8d2b5-0e17-4720-aef9-00657402d02d	forward	120	-1275.979	-56.73300000000006	-6.878000000000043	3997	4016	3804	4227	2.0	45	1	False	kde
HMNR7	276f6317-47ed-4197-9bbe-c6cd75023045	forward	120	-1259.609	-19.56899999999996	-1.01400000000001	4069	4088	3871	4303	2.0	45	1	False	kde
HMNR7	ad6ffbed-0629-4683-880a-eeafd1908ef0	reverse	120	-1500.033	-201.76800000000003	-17.18999999999994	2831	2851	2622	3049	2.0	45	1	False	kde
HMNR7	cfedaf9e-dc7f-4f9a-af7b-495c0ff67833	forward	120	-1351.82	-109.70000000000005	-14.806999999999904	4035	4054	3830	4242	2.0	45	1	False	kde
